participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.q_gender,player.q_age,player.q_area,player.q_education,player.q_device,player.big5_1,player.big5_2,player.big5_3,player.big5_4,player.big5_5,player.big5_6,player.big5_7,player.big5_IMC,player.big5_8,player.big5_9,player.big5_10,player.Gaiko,player.Kyocho,player.Kinben,player.Shinkei,player.Kaiho,player.inboron1,player.inboron2,player.inboron3,player.inboron4,player.inboron5,player.inboron6,player.inboron7,player.inboron8,player.inboron9,player.inboron10,player.inboron11,player.inboron12,player.inboronIMC,player.inboron13,player.inboron14,player.inboron15,player.inboron16,player.crt_bat,player.crt_widget,player.crt_lake,player.crt_DQS,player.crt_rank,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
14,3hnnlg5g,x30021,0,9,9,finish,FinishPage,2025-10-24 05:00:47.317173,1,,,0.0,14,,0.0,0,5,3,4,0,3,1,6,5,4,6,7,5,2,6,5,,,,,,4,4,3,4,3,4,4,3,4,4,3,4,4,2,4,4,5,10,5,47,27,30,1,1,k06n720t,,,,,0
15,t3ua4a17,x30042,0,9,9,finish,FinishPage,2025-10-24 05:00:47.635518,1,,,0.0,15,,0.0,0,2,2,4,0,5,1,5,4,3,5,4,5,4,4,5,,,,,,3,3,3,4,4,4,4,3,3,5,5,5,4,5,3,4,5,10,5,47,27,29,1,1,k06n720t,,,,,0
16,yx3li44k,x30029,0,9,9,finish,FinishPage,2025-10-24 05:00:47.565304,1,,,0.0,16,,0.0,0,3,4,4,0,2,3,4,5,3,5,3,5,4,4,4,,,,,,2,3,2,3,2,3,3,2,3,3,3,3,4,2,2,4,3,5,5,24,27,29,1,1,k06n720t,,,,,0
17,1ywt9k41,x30023,0,9,9,finish,FinishPage,2025-10-24 05:00:47.943115,1,,,0.0,17,,0.0,1,3,1,4,0,3,5,3,5,5,3,3,5,5,3,5,,,,,,2,3,2,2,2,2,2,1,3,2,2,2,4,2,2,2,2,5,5,47,27,29,1,1,k06n720t,,,,,0
18,i4r9qf30,x30004,0,9,9,finish,FinishPage,2025-10-24 05:00:48.465825,1,,,0.0,18,,0.0,1,2,2,1,0,3,3,4,5,4,4,5,5,2,4,6,,,,,,2,3,3,2,2,2,2,2,4,4,3,3,4,3,3,3,3,5,5,47,4,29,1,1,k06n720t,,,,,0
19,4uy0ipbk,x30043,0,9,9,finish,FinishPage,2025-10-24 05:00:49.314271,1,,,0.0,19,,0.0,0,4,3,1,0,2,2,2,5,2,5,2,5,5,2,5,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,5,5,47,27,29,1,1,k06n720t,,,,,0
20,skuxsnnw,x30055,0,9,9,finish,FinishPage,2025-10-24 05:00:49.415282,1,,,0.0,20,,0.0,0,4,4,2,0,2,1,6,6,6,6,4,5,1,5,5,,,,,,1,3,1,3,3,4,3,1,3,3,4,4,4,1,4,4,2,5,5,47,27,31,1,1,k06n720t,,,,,0
21,dhn5l5wu,x30030,0,9,9,finish,FinishPage,2025-10-24 05:00:49.959964,1,,,0.0,21,,0.0,0,3,4,5,0,4,4,3,6,3,4,4,5,5,3,6,,,,,,2,2,3,2,2,3,1,3,2,2,2,2,4,2,1,3,1,5,5,47,27,29,1,1,k06n720t,,,,,0
22,qirmvgb5,x30039,0,9,9,finish,FinishPage,2025-10-24 05:00:49.369971,1,,,0.0,22,,0.0,0,5,2,1,0,1,1,3,1,1,6,6,5,1,6,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,5,5,47,27,30,1,1,k06n720t,,,,,0
23,seh6an6g,x30046,0,9,9,finish,FinishPage,2025-10-24 05:00:50.101188,1,,,0.0,23,,0.0,0,5,2,4,0,5,2,6,2,4,4,6,5,2,6,2,,,,,,1,1,2,2,2,2,2,3,3,3,2,2,4,3,2,3,3,5,5,47,27,29,1,1,k06n720t,,,,,0
24,ogzvxqtr,x30001,0,9,9,finish,FinishPage,2025-10-24 05:00:50.148514,1,,,0.0,24,,0.0,0,3,3,4,0,1,3,3,6,3,5,5,5,3,2,5,,,,,,2,2,1,2,3,2,2,1,4,4,2,3,4,2,2,4,3,5,5,24,27,29,1,1,k06n720t,,,,,0
25,yzlnjyw8,x30045,0,9,9,finish,FinishPage,2025-10-24 05:00:50.276825,1,,,0.0,25,,0.0,1,5,3,3,2,3,5,2,6,5,3,6,5,5,5,3,,,,,,1,1,2,3,1,1,2,3,5,4,3,1,4,1,1,4,1,10,100,47,27,29,1,1,k06n720t,,,,,0
26,bsl1wiou,x30037,0,9,9,finish,FinishPage,2025-10-24 05:00:50.416236,1,,,0.0,26,,0.0,0,4,2,1,0,2,3,2,6,3,5,3,5,5,3,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,5,5,47,27,29,1,1,k06n720t,,,,,0
27,yv97sedm,x30047,0,9,9,finish,FinishPage,2025-10-24 05:00:50.424126,1,,,0.0,27,,0.0,1,2,4,1,0,6,3,4,6,6,1,5,3,5,4,4,,,,,,3,2,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,10,5,2304,27,30,1,1,k06n720t,,,,,0
28,ocqn444j,x30031,0,9,9,finish,FinishPage,2025-10-24 05:00:50.770803,1,,,0.0,28,,0.0,0,5,4,4,0,5,3,6,2,4,4,6,5,1,6,2,,,,,,3,3,3,4,3,4,4,3,5,3,4,3,4,3,4,4,5,5,5,47,27,29,1,1,k06n720t,,,,,0
29,g7x96paf,x30048,0,9,9,finish,FinishPage,2025-10-24 05:00:50.911276,1,,,0.0,29,,0.0,1,5,4,2,0,2,1,4,5,4,5,4,5,4,4,6,,,,,,1,2,4,2,1,2,2,4,4,3,2,2,4,3,2,4,3,50,5,47,27,30,1,1,k06n720t,,,,,0
30,6mqrf9zl,x30033,0,9,9,finish,FinishPage,2025-10-24 05:00:51.012078,1,,,0.0,30,,0.0,0,5,2,4,0,3,2,6,5,5,3,6,5,1,6,3,,,,,,2,3,2,3,2,2,2,2,4,2,2,2,4,4,2,2,3,5,100,47,27,15,1,1,k06n720t,,,,,0
31,gdqhudn6,x30035,0,9,9,finish,FinishPage,2025-10-24 05:00:51.316557,1,,,0.0,31,,0.0,0,2,4,4,1,3,2,2,3,4,4,4,5,3,4,2,,,,,,4,3,2,2,2,2,2,1,2,2,2,2,4,2,2,2,2,10,5,24,12,30,1,1,k06n720t,,,,,0
32,x9upv1ho,x30052,0,9,9,finish,FinishPage,2025-10-24 05:00:51.380743,1,,,0.0,32,,0.0,1,4,2,1,0,3,4,4,3,4,3,4,5,4,5,3,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,10,5,49,27,29,1,1,k06n720t,,,,,0
33,bwoes6uy,x30050,0,9,9,finish,FinishPage,2025-10-24 05:00:51.595965,1,,,0.0,33,,0.0,1,3,4,3,2,2,6,3,5,2,6,4,5,5,4,6,,,,,,4,3,3,4,4,3,3,3,4,4,4,4,4,3,4,4,4,10,5,47,3,29,1,1,k06n720t,,,,,0
34,672ukltf,x30025,0,9,9,finish,FinishPage,2025-10-24 05:00:52.220503,1,,,0.0,34,,0.0,0,4,3,5,0,3,2,5,5,5,3,3,5,3,5,3,,,,,,1,1,1,1,1,1,1,1,3,2,1,2,4,2,3,2,2,10,20,47,27,29,1,1,k06n720t,,,,,0
35,dupvj4v4,x30036,0,9,9,finish,FinishPage,2025-10-24 05:00:52.469310,1,,,0.0,35,,0.0,1,4,3,1,0,3,3,4,6,4,3,5,3,3,4,4,,,,,,3,3,4,3,2,3,3,4,3,3,3,3,4,4,3,3,3,5,5,47,27,29,1,1,k06n720t,,,,,0
36,t30ewkj6,x30053,0,1,9,introduction,IntroductionPage,2025-10-24 05:00:52.886462,1,,,0.0,36,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,k06n720t,,,,,0
37,emzjy9fv,x30066,0,1,9,introduction,IntroductionPage,2025-10-24 05:00:53.690518,1,,,0.0,37,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,k06n720t,,,,,0
38,wyh8q8sl,x30060,0,9,9,finish,FinishPage,2025-10-24 05:00:53.711053,1,,,0.0,38,,0.0,1,4,3,1,2,2,5,2,4,2,2,2,5,4,2,7,,,,,,1,3,3,1,1,1,2,2,3,3,2,3,4,3,3,2,1,5,100,20,15,16,1,1,k06n720t,,,,,0
39,rqfd05x8,x30017,0,9,9,finish,FinishPage,2025-10-24 05:00:53.865578,1,,,0.0,39,,0.0,0,4,6,2,0,2,3,2,6,2,6,5,5,6,5,7,,,,,,2,4,1,3,2,1,2,1,4,2,3,3,4,1,3,4,4,5,5,47,27,29,1,1,k06n720t,,,,,0
40,v91n8z4u,x30051,0,9,9,finish,FinishPage,2025-10-24 05:00:54.630634,1,,,0.0,40,,0.0,0,4,3,2,2,5,2,6,2,5,3,6,5,1,5,4,,,,,,4,3,4,4,3,3,4,4,4,4,3,4,4,3,4,4,3,10,5,7,27,30,1,1,k06n720t,,,,,0
41,s2oji27u,x30063,0,9,9,finish,FinishPage,2025-10-24 05:00:54.684170,1,,,0.0,41,,0.0,0,3,2,4,0,2,2,2,7,6,7,4,5,5,3,6,,,,,,1,1,1,1,1,1,1,1,3,3,1,1,4,1,1,3,1,205,5,47,27,29,1,1,k06n720t,,,,,0
42,r1bszhur,x30059,0,9,9,finish,FinishPage,2025-10-24 05:00:54.716979,1,,,0.0,42,,0.0,0,3,3,4,0,2,4,3,6,4,7,4,5,5,3,5,,,,,,2,3,4,3,2,4,3,1,3,5,4,3,4,2,3,3,4,10,100,24,27,29,1,1,k06n720t,,,,,0
43,tbk21rm1,x30056,0,9,9,finish,FinishPage,2025-10-24 05:00:55.481745,1,,,0.0,43,,0.0,0,2,3,3,2,6,3,4,2,4,2,4,5,5,4,4,,,,,,2,2,2,3,3,3,3,3,4,4,3,2,4,3,3,4,4,5,5,47,27,29,1,1,k06n720t,,,,,0
44,rde46jrq,x30044,0,9,9,finish,FinishPage,2025-10-24 05:00:55.772903,1,,,0.0,44,,0.0,1,6,4,2,0,2,4,3,5,3,3,5,5,4,4,4,,,,,,3,3,2,2,2,2,2,2,2,2,2,4,4,3,2,3,2,10,5,24,27,29,1,1,k06n720t,,,,,0
45,wadrn5f0,x30062,0,9,9,finish,FinishPage,2025-10-24 05:00:56.146752,1,,,0.0,45,,0.0,0,3,2,4,1,1,1,4,2,1,6,4,5,1,6,6,,,,,,3,3,1,3,4,3,3,1,3,3,3,3,4,1,3,5,3,5,5,47,27,29,1,1,k06n720t,,,,,0
46,23rhiqfi,x30073,0,9,9,finish,FinishPage,2025-10-24 05:00:56.704225,1,,,0.0,46,,0.0,0,3,2,4,2,4,2,6,5,4,6,6,5,2,6,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,5,5,47,27,29,1,1,k06n720t,,,,,0
47,ex8mkgpp,x30075,0,9,9,finish,FinishPage,2025-10-24 05:00:57.099680,1,,,0.0,47,,0.0,0,4,2,4,2,3,4,4,4,3,4,4,5,3,3,3,,,,,,2,2,3,2,3,2,2,3,3,3,2,3,4,2,2,2,3,10,100,24,3,31,1,1,k06n720t,,,,,0
48,hib3r8mq,x30012,0,9,9,finish,FinishPage,2025-10-24 05:00:57.489666,1,,,0.0,48,,0.0,0,6,3,1,0,6,2,7,6,6,5,6,5,4,5,2,,,,,,2,4,1,4,2,2,2,3,4,4,2,3,4,2,2,2,4,10,5,24,27,29,1,1,k06n720t,,,,,0
49,i1m2gg37,x30067,0,9,9,finish,FinishPage,2025-10-24 05:00:57.848864,1,,,0.0,49,,0.0,1,4,4,1,2,4,3,5,5,3,4,4,5,3,6,5,,,,,,2,3,3,4,4,2,2,3,4,2,2,2,4,2,2,3,3,5,5,47,27,29,1,1,k06n720t,,,,,0
50,smzjlzl1,x30041,0,9,9,finish,FinishPage,2025-10-24 05:00:58.134365,1,,,0.0,50,,0.0,0,2,2,4,0,2,6,1,6,7,4,2,5,7,4,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,1,1,k06n720t,,,,,0
51,oodfxxhn,x30065,0,1,9,introduction,IntroductionPage,2025-10-24 05:00:58.648896,1,,,0.0,51,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,k06n720t,,,,,0
52,z6jwwqnd,x30057,0,9,9,finish,FinishPage,2025-10-24 05:00:58.840175,1,,,0.0,52,,0.0,0,6,1,4,0,6,2,5,4,5,3,5,5,3,6,3,,,,,,3,3,2,3,2,2,2,2,3,2,2,2,4,2,1,3,2,5,547,47,27,29,1,1,k06n720t,,,,,0
53,uf2s2c1g,x30076,0,9,9,finish,FinishPage,2025-10-24 05:00:59.668367,1,,,0.0,53,,0.0,0,4,3,4,2,4,4,4,4,5,4,4,5,2,4,3,,,,,,1,3,2,2,2,2,2,2,3,2,2,2,4,3,3,3,3,10,5,47,27,29,1,1,k06n720t,,,,,0
54,8g9jf5pd,x30008,0,9,9,finish,FinishPage,2025-10-24 05:01:01.099528,1,,,0.0,54,,0.0,0,3,7,5,0,2,4,4,5,3,6,5,5,5,5,5,,,,,,2,2,2,4,2,2,3,2,3,4,3,2,4,2,3,4,4,5,5,47,27,31,1,1,k06n720t,,,,,0
55,mh38a7y4,x30068,0,9,9,finish,FinishPage,2025-10-24 05:01:01.274638,1,,,0.0,55,,0.0,1,3,2,4,2,3,2,3,4,2,5,5,5,3,4,5,,,,,,1,2,1,1,1,1,1,1,2,1,1,1,4,1,1,3,1,10,5,47,27,29,1,1,k06n720t,,,,,0
56,3ymxmbgz,x30071,0,9,9,finish,FinishPage,2025-10-24 05:01:01.734192,1,,,0.0,56,,0.0,0,4,7,2,0,2,3,4,6,5,5,5,5,5,5,3,,,,,,3,3,2,4,3,3,2,3,1,3,4,3,4,3,3,3,4,10,5,47,27,29,1,1,k06n720t,,,,,0
57,kr9rigzb,x30069,0,9,9,finish,FinishPage,2025-10-24 05:01:01.801830,1,,,0.0,57,,0.0,0,5,3,4,0,2,5,2,2,6,5,6,5,3,5,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,10,20,24,30,31,1,1,k06n720t,,,,,0
58,6l2tpaof,x30034,0,9,9,finish,FinishPage,2025-10-24 05:01:01.886029,1,,,0.0,58,,0.0,0,4,3,4,0,4,4,3,4,4,4,4,5,4,4,4,,,,,,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,10,5,6,27,30,1,1,k06n720t,,,,,0
59,hqgs2xfl,x30078,0,9,9,finish,FinishPage,2025-10-24 05:01:02.125671,1,,,0.0,59,,0.0,1,3,2,1,2,2,1,3,5,3,5,5,5,5,5,6,,,,,,1,2,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,100,24,27,31,1,1,k06n720t,,,,,0
60,4b1of07e,x30081,0,9,9,finish,FinishPage,2025-10-24 05:01:02.722674,1,,,0.0,60,,0.0,0,3,2,4,3,6,2,5,2,3,3,5,5,2,5,5,,,,,,1,1,2,2,1,1,1,2,2,4,1,1,4,2,2,3,2,5,5,47,27,31,1,1,k06n720t,,,,,0
61,3m4yj474,x30061,0,9,9,finish,FinishPage,2025-10-24 05:01:03.523811,1,,,0.0,61,,0.0,1,4,7,1,0,1,7,4,6,4,1,1,5,6,1,4,,,,,,1,5,1,1,1,5,5,1,5,5,5,4,2,1,5,5,1,10,100,12,27,31,1,1,k06n720t,,,,,0
62,xyhci7q7,x30038,0,9,9,finish,FinishPage,2025-10-24 05:01:04.973453,1,,,0.0,62,,0.0,0,4,2,4,2,2,2,5,6,1,7,6,5,2,5,6,,,,,,3,3,3,3,3,2,2,3,4,4,3,3,4,3,2,3,4,10,5,24,27,29,1,1,k06n720t,,,,,0
63,0d8irw1m,x30049,0,9,9,finish,FinishPage,2025-10-24 05:01:05.569934,1,,,0.0,63,,0.0,1,2,2,1,2,1,1,6,2,2,7,6,5,1,6,6,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,5,5,47,27,29,1,1,k06n720t,,,,,0
64,dtasvsbh,x30018,0,9,9,finish,FinishPage,2025-10-24 05:01:05.541883,1,,,0.0,64,,0.0,1,2,3,4,2,2,1,7,5,2,7,6,5,2,6,6,,,,,,3,5,3,5,5,3,5,4,5,5,4,5,4,4,5,5,5,10,5,24,27,29,1,1,k06n720t,,,,,0
65,oo04vp19,x30080,0,9,9,finish,FinishPage,2025-10-24 05:01:07.917420,1,,,0.0,65,,0.0,1,4,3,4,2,4,2,4,3,5,4,2,5,4,4,3,,,,,,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,2,10,20,6,27,31,1,1,k06n720t,,,,,0
66,zg8r696e,x30019,0,9,9,finish,FinishPage,2025-10-24 05:01:06.869273,1,,,0.0,66,,0.0,0,3,7,4,0,2,2,5,5,6,7,5,5,2,5,1,,,,,,2,3,3,3,2,1,2,3,4,2,1,2,4,2,3,3,4,205,5,47,27,29,1,1,k06n720t,,,,,0
67,sk4dftzi,x30077,0,9,9,finish,FinishPage,2025-10-24 05:01:07.761367,1,,,0.0,67,,0.0,0,5,6,4,2,3,2,4,5,4,5,6,5,3,4,3,,,,,,2,2,2,3,3,2,1,2,3,2,1,2,4,2,1,2,3,5,5,47,27,29,1,1,k06n720t,,,,,0
68,ho26bn8y,x30085,0,9,9,finish,FinishPage,2025-10-24 05:01:07.841394,1,,,0.0,68,,0.0,0,2,2,4,2,5,5,5,4,4,3,4,5,6,4,4,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,5,47,27,29,1,1,k06n720t,,,,,0
69,mvl1wms5,x30083,0,9,9,finish,FinishPage,2025-10-24 05:01:08.617268,1,,,0.0,69,,0.0,0,4,2,1,2,3,4,4,3,4,5,5,5,4,4,4,,,,,,2,3,3,2,4,3,3,3,3,3,3,2,4,3,3,3,3,10,20,24,3,30,1,1,k06n720t,,,,,0
70,isppa6sp,x30082,0,9,9,finish,FinishPage,2025-10-24 05:01:08.937543,1,,,0.0,70,,0.0,1,4,6,4,2,5,2,5,5,5,3,5,5,3,5,4,,,,,,2,3,2,4,2,2,2,2,3,3,2,3,4,2,3,4,4,5,5,7,27,29,1,1,k06n720t,,,,,0
71,d162smqv,x30084,0,9,9,finish,FinishPage,2025-10-24 05:01:09.221237,1,,,0.0,71,,0.0,0,3,3,2,0,5,1,4,5,3,5,6,5,3,6,5,,,,,,2,3,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,10,20,10,4,30,1,1,k06n720t,,,,,0
72,kgxc3fd8,x30016,0,9,9,finish,FinishPage,2025-10-24 05:01:09.333594,1,,,0.0,72,,0.0,0,3,8,1,2,4,3,4,3,4,4,4,5,4,6,4,,,,,,2,2,3,3,4,4,3,4,3,4,3,3,3,3,3,2,3,10,5,12,10,29,1,1,k06n720t,,,,,0
73,hojejrdi,x30022,0,9,9,finish,FinishPage,2025-10-24 05:01:11.885526,1,,,0.0,73,,0.0,0,5,6,4,0,3,3,5,3,4,5,5,5,3,5,4,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,10,5,47,27,29,1,1,k06n720t,,,,,0
74,l77d02rx,x30087,0,9,9,finish,FinishPage,2025-10-24 05:01:13.057240,1,,,0.0,74,,0.0,1,6,4,0,0,5,3,4,3,5,3,5,5,5,6,4,,,,,,2,2,2,3,2,2,3,3,3,2,2,2,4,2,2,2,3,5,5,47,27,29,1,1,k06n720t,,,,,0
75,7i9sepbk,x30089,0,9,9,finish,FinishPage,2025-10-24 05:01:14.882380,1,,,0.0,75,,0.0,0,4,4,4,0,3,2,4,2,3,3,4,5,2,5,6,,,,,,1,1,3,1,1,2,1,3,4,3,2,2,4,3,2,3,2,5,5,47,27,29,1,1,k06n720t,,,,,0
76,g3thd6zw,x30088,0,9,9,finish,FinishPage,2025-10-24 05:01:18.267731,1,,,0.0,76,,0.0,0,3,0,3,2,3,2,3,5,3,6,5,5,5,3,5,,,,,,1,1,1,2,1,1,2,1,2,2,2,1,4,1,2,2,1,10,5,47,27,30,1,1,k06n720t,,,,,0
77,0tosh3sn,x30064,0,9,9,finish,FinishPage,2025-10-24 05:01:17.419414,1,,,0.0,77,,0.0,0,5,3,4,0,4,2,3,2,5,3,4,5,5,6,3,,,,,,2,3,3,4,4,3,3,4,4,4,3,3,4,3,3,3,3,5,5,47,27,29,1,1,k06n720t,,,,,0
78,xw6wvwp1,x30091,0,9,9,finish,FinishPage,2025-10-24 05:01:18.694984,1,,,0.0,78,,0.0,0,3,1,4,0,4,1,6,5,4,5,6,5,1,6,2,,,,,,1,3,1,3,1,2,1,1,3,3,4,2,4,2,1,2,4,10,5,47,4,29,1,1,k06n720t,,,,,0
79,osryjk6o,x30086,0,9,9,finish,FinishPage,2025-10-24 05:01:19.570657,1,,,0.0,79,,0.0,1,5,2,4,0,6,2,6,4,6,3,6,5,2,6,3,,,,,,3,4,3,3,3,2,3,2,4,3,2,3,4,3,3,4,3,10,100,24,27,29,1,1,k06n720t,,,,,0
80,nkxzsf94,x30092,0,9,9,finish,FinishPage,2025-10-24 05:01:20.966761,1,,,0.0,80,,0.0,1,3,7,1,2,4,4,1,7,7,4,7,5,5,4,3,,,,,,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,10,10,2,1,30,1,1,k06n720t,,,,,0
81,vfi8en44,x30095,0,9,9,finish,FinishPage,2025-10-24 05:01:21.753754,1,,,0.0,81,,0.0,0,5,2,4,2,5,3,4,2,6,3,4,5,2,4,3,,,,,,2,2,1,1,1,2,2,2,2,2,2,2,4,2,2,3,2,10,5,47,27,30,1,1,k06n720t,,,,,0
82,vsym0wsi,x30093,0,9,9,finish,FinishPage,2025-10-24 05:01:22.167498,1,,,0.0,82,,0.0,0,4,4,4,0,5,2,5,3,3,3,6,5,2,6,2,,,,,,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,10,5,11,4,30,1,1,k06n720t,,,,,0
83,kq6q3v6j,x30090,0,9,9,finish,FinishPage,2025-10-24 05:01:22.377440,1,,,0.0,83,,0.0,0,4,0,2,2,4,4,5,6,4,7,5,5,4,4,4,,,,,,1,3,3,3,2,3,3,3,3,3,2,3,2,3,3,3,3,10,20,72,27,31,1,1,k06n720t,,,,,0
